chr1	800000	1240000
chr1	1240000	1680000
chr1	1680000	1840000
chr1	1840000	2120000
chr1	2120000	2320000
chr1	2320000	2680000
chr1	2680000	2960000
chr1	2960000	3560000
chr1	3560000	4600000
chr1	4600000	6200000
chr1	6200000	6440000
chr1	6440000	7200000
chr1	7200000	7640000
chr1	7640000	7920000
chr1	7920000	8440000
chr1	8440000	8920000
chr1	8920000	9720000
chr1	9720000	10480000
chr1	10480000	11000000
chr1	11000000	11240000
chr1	11240000	12040000
chr1	12040000	12840000
chr1	13640000	14040000
chr1	14040000	14760000
chr1	14760000	15720000
chr1	15720000	15960000
chr1	15960000	16280000
chr1	16280000	16720000
chr1	16720000	17120000
chr1	17120000	17600000
chr1	17600000	17840000
chr1	17840000	19080000
chr1	19080000	19280000
chr1	19280000	19440000
chr1	19440000	19880000
chr1	19880000	20080000
chr1	20080000	20400000
chr1	20400000	20720000
chr1	20720000	20880000
chr1	20880000	21400000
chr1	21400000	21840000
chr1	21840000	22200000
chr1	22200000	22840000
chr1	22840000	23160000
chr1	23160000	23960000
chr1	23960000	24160000
chr1	24160000	24840000
chr1	24840000	25480000
chr1	25480000	25760000
chr1	25760000	26040000
chr1	26040000	26680000
chr1	26680000	27160000
chr1	27160000	27520000
chr1	27520000	27920000
chr1	27920000	28880000
chr1	28880000	29400000
chr1	29400000	31200000
chr1	31200000	31400000
chr1	31400000	31640000
chr1	31640000	31880000
chr1	31880000	32600000
chr1	32600000	33120000
chr1	33120000	33320000
chr1	33320000	33720000
chr1	33720000	34400000
chr1	34400000	35040000
chr1	35040000	35360000
chr1	35360000	35800000
chr1	35800000	36040000
chr1	36040000	36320000
chr1	36320000	36720000
chr1	36720000	37760000
chr1	37760000	38200000
chr1	38200000	38840000
chr1	38840000	39320000
chr1	39320000	40000000
chr1	40000000	40280000
chr1	40280000	40760000
chr1	40760000	41240000
chr1	41240000	41720000
chr1	41720000	42400000
chr1	42400000	43000000
chr1	43000000	43400000
chr1	43400000	43720000
chr1	43720000	43960000
chr1	43960000	44280000
chr1	44280000	44960000
chr1	44960000	45840000
chr1	45840000	46640000
chr1	46640000	46960000
chr1	46960000	47600000
chr1	47600000	47960000
chr1	47960000	48480000
chr1	48480000	48760000
chr1	48760000	49120000
chr1	49120000	50600000
chr1	50600000	51000000
chr1	51000000	51560000
chr1	51560000	52040000
chr1	52040000	52600000
chr1	52600000	53040000
chr1	53040000	53480000
chr1	53480000	53680000
chr1	53680000	54040000
chr1	54040000	54280000
chr1	54280000	55280000
chr1	55280000	56080000
chr1	56080000	57040000
chr1	57040000	58880000
chr1	58880000	60120000
chr1	60120000	61080000
chr1	61080000	62400000
chr1	62400000	62680000
chr1	62680000	63040000
chr1	63040000	63800000
chr1	63800000	64480000
chr1	64480000	65080000
chr1	65080000	65280000
chr1	65280000	65960000
chr1	65960000	66120000
chr1	66120000	67000000
chr1	67000000	67440000
chr1	67440000	67760000
chr1	67760000	68000000
chr1	68000000	68320000
chr1	68320000	68680000
chr1	68680000	70440000
chr1	70440000	70760000
chr1	70760000	71320000
chr1	71320000	71800000
chr1	71800000	72840000
chr1	72840000	74040000
chr1	74040000	74280000
chr1	74280000	75000000
chr1	75000000	75480000
chr1	75480000	76080000
chr1	76080000	78360000
chr1	78360000	78920000
chr1	78920000	79440000
chr1	79440000	80440000
chr1	80440000	81040000
chr1	81040000	81480000
chr1	81480000	83000000
chr1	83000000	84120000
chr1	84120000	85520000
chr1	85520000	86600000
chr1	86600000	87000000
chr1	87000000	87360000
chr1	87360000	88960000
chr1	88960000	89160000
chr1	89160000	89720000
chr1	89720000	90040000
chr1	90040000	90280000
chr1	90280000	90960000
chr1	90960000	91720000
chr1	91720000	92200000
chr1	92200000	92560000
chr1	92560000	93080000
chr1	93080000	93400000
chr1	93400000	93840000
chr1	93840000	94160000
chr1	94160000	94720000
chr1	94720000	95080000
chr1	95080000	95320000
chr1	95320000	95480000
chr1	95480000	96120000
chr1	96120000	97320000
chr1	97320000	99000000
chr1	99000000	99400000
chr1	99400000	100000000
chr1	100000000	100280000
chr1	100280000	101160000
chr1	101160000	101720000
chr1	101720000	102720000
chr1	102720000	104080000
chr1	104080000	104960000
chr1	104960000	106160000
chr1	106160000	107560000
chr1	107560000	108120000
chr1	108120000	108800000
chr1	108800000	109040000
chr1	109040000	109280000
chr1	109280000	109880000
chr1	109880000	110400000
chr1	110400000	110840000
chr1	110840000	111480000
chr1	111480000	111800000
chr1	111800000	112120000
chr1	112120000	112720000
chr1	112720000	113040000
chr1	113040000	113440000
chr1	113440000	114160000
chr1	114160000	115440000
chr1	115440000	116120000
chr1	116120000	116440000
chr1	116440000	116880000
chr1	116880000	117440000
chr1	117440000	117840000
chr1	117840000	118320000
chr1	118320000	120200000
chr1	120840000	143560000
chr1	143560000	143760000
chr1	144080000	144480000
chr1	144960000	145800000
